,Lambda,Flux
773,6605.298424721198,140205.34937974
774,6605.188017152673,139754.0638248824
775,6605.077609584147,139478.7543406326
776,6604.967202015621,139287.39767570473
777,6604.856794447095,140583.08877465155
778,6604.74638687857,139999.4081787733
779,6604.635979310045,140233.737765071
780,6604.525571741518,140312.80364357913
781,6604.415164172993,139607.95601342453
782,6604.304756604467,139804.61156022636
783,6604.194349035942,139362.74431448503
784,6604.083941467416,139129.80300401972
785,6603.97353389889,138990.7498936496
786,6603.863126330365,139083.24657330287
787,6603.752718761839,139037.98312436166
788,6603.642311193314,139770.23042001316
789,6603.531903624787,139788.63805201356
790,6603.421496056262,140015.25485005497
791,6603.311088487737,140422.00976008907
792,6603.200680919211,141327.73521155916
793,6603.0902733506855,140769.88818610494
794,6602.979865782159,140760.4472674958
795,6602.869458213634,140520.09272940384
796,6602.759050645108,139830.561403269
797,6602.648643076583,140745.82929382537
798,6602.538235508057,140560.78139203545
799,6602.427827939531,140754.23095220354
800,6602.317420371006,141293.2000904252
801,6602.20701280248,140570.26439239283
802,6602.0966052339545,139614.37793506414
803,6601.986197665428,140631.96545197704
804,6601.875790096903,140569.39187704358
805,6601.765382528378,140990.7110180074
806,6601.654974959852,140527.8135804734
807,6601.544567391326,140478.1548471895
808,6601.4341598228,138888.15523901867
809,6601.323752254275,140969.4930176703
810,6601.213344685749,140801.01273260423
811,6601.1029371172235,139479.54606140457
812,6600.992529548698,140085.36549633718
813,6600.882121980172,139653.83228106194
814,6600.771714411647,140089.44541860363
815,6600.661306843121,138036.96369459445
816,6600.550899274595,138247.37667691417
817,6600.440491706069,138813.41087537547
818,6600.330084137544,138792.17056133735
819,6600.219676569019,139520.28755917423
820,6600.1092690004925,139632.5641170791
821,6599.998861431967,140808.85522593439
822,6599.888453863441,141025.43618737225
823,6599.778046294916,141529.4417072872
824,6599.667638726391,140531.88349183663
825,6599.557231157864,140814.6811854926
826,6599.446823589339,141470.52135881997
827,6599.336416020813,141371.1899360288
828,6599.226008452288,140177.47888208154
829,6599.1156008837615,140537.09569446137
830,6599.005193315236,141097.7422891477
831,6598.894785746711,140389.96580054626
832,6598.784378178185,139542.93048360103
833,6598.67397060966,140159.74223319287
834,6598.563563041133,140226.72554885325
835,6598.453155472608,139976.98243319045
836,6598.342747904082,139300.98938382106
837,6598.232340335557,139738.3334012572
838,6598.1219327670315,139378.25700718485
839,6598.011525198505,138876.12704339263
840,6597.90111762998,137606.08003922916
841,6597.790710061454,137951.7316212654
842,6597.680302492929,137567.03129651403
843,6597.569894924402,138962.42491289956
844,6597.459487355877,139391.71097298258
845,6597.349079787352,139715.2280805191
846,6597.238672218826,141328.80772033226
847,6597.1282646503005,141448.35827412352
848,6597.017857081774,140750.91742810945
849,6596.907449513249,141616.5442354709
850,6596.797041944723,141367.1689940114
851,6596.686634376198,140617.37265750516
852,6596.576226807672,141361.90415385005
853,6596.465819239146,140922.5581526123
854,6596.355411670621,140868.7682408343
855,6596.245004102095,141839.02722259398
856,6596.1345965335695,141130.34632076634
857,6596.024188965044,142074.78976384236
858,6595.913781396518,141532.90994609444
859,6595.803373827993,140455.2775625209
860,6595.692966259467,141211.60095965696
861,6595.582558690941,141023.02542165702
862,6595.472151122415,141680.34360021926
863,6595.36174355389,141787.52082605785
864,6595.251335985365,140533.8460360555
865,6595.1409284168385,141358.64021287387
866,6595.030520848313,140487.2579460559
867,6594.920113279787,140865.90281999868
868,6594.809705711262,140969.56467266864
869,6594.699298142736,141073.54192495532
870,6594.58889057421,140841.4230618044
871,6594.478483005685,141547.6125436002
872,6594.368075437159,141765.01912712827
873,6594.257667868634,141226.73298104794
874,6594.1472603001075,140892.01493930857
875,6594.036852731582,140972.20117661922
876,6593.926445163056,141391.1787584688
877,6593.816037594531,140994.70637832923
878,6593.705630026006,139449.4076843846
879,6593.595222457479,140456.55555928976
880,6593.484814888954,140708.56112597056
881,6593.374407320428,140146.8586412574
882,6593.263999751903,139515.365785307
883,6593.1535921833765,140357.34965504825
884,6593.043184614851,139515.45351502585
885,6592.932777046326,138303.19214217755
886,6592.8223694778,138531.22933902204
887,6592.711961909275,138604.48627685296
888,6592.601554340748,140118.14234133286
889,6592.491146772223,139743.79044194377
890,6592.380739203698,140290.1063071548
891,6592.270331635172,141357.15190605828
892,6592.159924066646,140613.54219270658
893,6592.04951649812,140661.78880643914
894,6591.939108929595,141239.44038230833
895,6591.828701361069,140342.53532688456
896,6591.718293792544,140326.46106723853
897,6591.607886224018,140655.02839706058
898,6591.497478655492,140932.96776930295
899,6591.387071086967,139566.2897445598
900,6591.276663518441,140610.65668849662
901,6591.1662559499155,142169.51289011084
902,6591.055848381389,141615.62498462113
903,6590.945440812864,140907.32668661088
904,6590.835033244339,141064.0769180717
905,6590.724625675813,141137.53559931018
906,6590.614218107287,141245.1210357144
907,6590.503810538761,140528.78470819644
908,6590.393402970236,140252.61669711713
909,6590.28299540171,140947.23076757824
910,6590.1725878331845,141383.25411805836
911,6590.062180264659,140981.4679780946
912,6589.951772696133,140140.3490610128
913,6589.841365127608,141097.48095766085
914,6589.730957559082,140515.245281729
915,6589.620549990556,140558.60629123138
916,6589.51014242203,140214.4900598192
917,6589.399734853505,140510.68949651165
918,6589.28932728498,139648.3074708901
919,6589.1789197164535,140654.8854456989
920,6589.068512147928,140061.73957872312
921,6588.958104579402,139777.97815970317
922,6588.847697010877,140132.62786511847
923,6588.7372894423515,141014.61334256714
924,6588.626881873825,140339.95475019654
925,6588.5164743053,140075.1424071488
926,6588.406066736774,140267.86524362722
927,6588.295659168249,140335.51330889633
928,6588.1852515997225,140500.11204675332
929,6588.074844031197,141171.3518669839
930,6587.964436462672,139766.08554637324
931,6587.854028894146,139276.65186897235
932,6587.743621325621,140037.33767074073
933,6587.633213757094,139153.87048389018
934,6587.522806188569,138527.10564083382
935,6587.412398620043,137969.20764067615
936,6587.301991051518,137842.76965633873
937,6587.191583482992,137639.38720567475
938,6587.081175914466,138232.53074061332
939,6586.970768345941,137286.557307356
940,6586.860360777415,136704.26344490174
941,6586.74995320889,137361.7498650339
942,6586.639545640363,137118.81280922887
943,6586.529138071838,136693.0708382452
944,6586.418730503313,136354.3405233106
945,6586.308322934787,136006.420847418
946,6586.197915366261,135456.10388247462
947,6586.087507797735,135400.34139824964
948,6585.97710022921,134907.2648485413
949,6585.866692660684,135415.2331839425
950,6585.756285092159,134594.54187107974
951,6585.645877523633,134599.9821210596
952,6585.535469955107,133620.2463030004
953,6585.425062386582,133347.05290782687
954,6585.314654818056,131686.74696796824
955,6585.20424724953,131360.82141749214
956,6585.093839681004,131479.62859470566
957,6584.983432112479,132904.27732136572
958,6584.873024543954,133383.01915533643
959,6584.762616975428,135357.73475569408
960,6584.652209406902,136316.10289994619
961,6584.541801838376,135710.50290484872
962,6584.431394269851,136056.3669251125
963,6584.320986701326,135642.90116254744
964,6584.2105791327995,136624.78081928205
965,6584.100171564274,137473.26421612332
966,6583.989763995748,138338.31154079517
967,6583.879356427223,136422.5981088655
968,6583.768948858697,136270.9960001724
969,6583.658541290171,136943.4543204066
970,6583.548133721646,136536.13726583097
971,6583.43772615312,136562.47969995558
972,6583.327318584595,136489.7913730566
973,6583.2169110160685,135965.8715410943
974,6583.106503447543,136010.6730899184
975,6582.996095879017,135552.34403227165
976,6582.885688310492,135391.4229673437
977,6582.7752807419665,135976.91144775518
978,6582.66487317344,134801.47579720922
979,6582.554465604915,134790.44087774618
980,6582.444058036389,133586.6211819635
981,6582.333650467864,132863.24475951504
982,6582.2232428993375,133009.58838820702
983,6582.112835330812,133657.2261338077
984,6582.002427762287,131990.39980833954
985,6581.892020193761,132926.36779722708
986,6581.7816126252355,133316.66876884748
987,6581.671205056709,133973.13255947107
988,6581.560797488184,133516.30245917907
989,6581.450389919658,135366.27328025267
990,6581.339982351133,134099.97602202324
991,6581.229574782607,133784.35170999318
992,6581.119167214081,133399.18768543526
993,6581.008759645556,134851.8475486264
994,6580.89835207703,133545.34025387684
995,6580.787944508505,133907.43243200524
996,6580.677536939979,133141.63167336353
997,6580.567129371453,132776.5304930799
998,6580.456721802928,133066.13505863657
999,6580.346314234402,132550.5646051197
1000,6580.235906665876,132052.43514104345
1001,6580.12549909735,132551.7568705316
1002,6580.015091528825,130986.6390985748
1003,6579.9046839603,132082.5812500593
1004,6579.794276391774,130149.32956682699
1005,6579.683868823248,130162.99776648097
1006,6579.573461254722,128234.6518382368
1007,6579.463053686197,127914.13658873853
1008,6579.352646117671,129931.8616580867
1009,6579.242238549145,129592.47420888183
1010,6579.13183098062,130518.7518166482
1011,6579.021423412094,131591.71424448068
1012,6578.911015843569,130579.8009987588
1013,6578.800608275043,131945.35755889164
1014,6578.690200706517,132323.43812866614
1015,6578.579793137991,130643.70592201994
1016,6578.469385569466,130956.04526822557
1017,6578.358978000941,131237.73946573082
1018,6578.248570432414,129674.26659815485
1019,6578.138162863889,131276.0937485085
1020,6578.027755295363,131266.03387522817
1021,6577.917347726838,131501.03373671242
1022,6577.806940158312,129033.5285147798
1023,6577.696532589786,129753.2115363208
1024,6577.586125021261,130908.07542011482
1025,6577.475717452735,130327.30385157117
1026,6577.36530988421,129753.20835218715
1027,6577.2549023156835,129069.6513409987
1028,6577.144494747158,129397.00089685757
1029,6577.034087178632,129141.44999657827
1030,6576.923679610107,128757.16119723937
1031,6576.8132720415815,128499.13583152156
1032,6576.702864473055,130538.3770483696
1033,6576.59245690453,129008.43366370728
1034,6576.482049336004,127678.62984279897
1035,6576.371641767479,128528.66519297722
1036,6576.261234198953,127353.73960103521
1037,6576.150826630427,127020.66741632698
1038,6576.040419061902,126544.06192825659
1039,6575.930011493376,126915.267144354
1040,6575.8196039248505,127508.6365244126
1041,6575.709196356324,125799.93370355801
1042,6575.598788787799,125296.93958325195
1043,6575.488381219274,124731.88389532392
1044,6575.377973650748,124480.25575828526
1045,6575.267566082222,123941.49306866291
1046,6575.157158513696,123173.85672053215
1047,6575.046750945171,122565.62780516031
1048,6574.936343376645,122686.94209389831
1049,6574.8259358081195,121394.98728455455
1050,6574.715528239594,122068.75195645465
1051,6574.605120671068,121745.75120265009
1052,6574.494713102543,121107.69234867142
1053,6574.384305534017,119805.88866652745
1054,6574.273897965491,121303.98862039097
1055,6574.163490396965,119056.70680515333
1056,6574.05308282844,116949.88313371735
1057,6573.942675259915,113787.28589949117
1058,6573.832267691389,112726.30141106527
1059,6573.721860122863,112417.28573688734
1060,6573.611452554337,111288.79212305545
1061,6573.501044985812,114082.126734101
1062,6573.390637417286,115542.97162581977
1063,6573.28022984876,117802.10835537422
1064,6573.169822280235,119056.39294468002
1065,6573.059414711709,119567.617077521
1066,6572.949007143184,120252.90992568457
1067,6572.838599574658,118798.6594114715
1068,6572.728192006132,118843.58245997156
1069,6572.617784437607,118861.1462901073
1070,6572.507376869081,116462.04077453178
1071,6572.396969300556,117484.27385553028
1072,6572.286561732029,115941.0536963485
1073,6572.176154163504,116541.65524876465
1074,6572.065746594978,116194.79988604388
1075,6571.955339026453,115028.6492875809
1076,6571.8449314579275,115722.67196889798
1077,6571.734523889401,114139.78724798208
1078,6571.624116320876,113854.90406103324
1079,6571.51370875235,112757.43918810721
1080,6571.403301183825,112819.86929993938
1081,6571.292893615298,109668.23659942749
1082,6571.182486046773,108351.7372148967
1083,6571.072078478248,106326.18906529613
1084,6570.961670909722,107119.97106838855
1085,6570.8512633411965,106739.44577248581
1086,6570.74085577267,107493.59522127145
1087,6570.630448204145,109314.58961027148
1088,6570.520040635619,109730.57979179673
1089,6570.409633067094,112018.28233022903
1090,6570.299225498568,110367.7097990237
1091,6570.188817930042,111487.62649793045
1092,6570.078410361517,111498.02733843804
1093,6569.968002792991,111469.19775023065
1094,6569.8575952244655,110535.48177657474
1095,6569.747187655939,109696.21713327507
1096,6569.636780087414,109046.38286550561
1097,6569.526372518889,108269.89694129374
1098,6569.415964950363,108259.76216052799
1099,6569.305557381837,109047.73031131565
1100,6569.195149813311,108860.85040318711
1101,6569.084742244786,108055.77634080524
1102,6568.974334676261,107436.40862190208
1103,6568.8639271077345,106330.8501336398
1104,6568.753519539209,105012.51489776051
1105,6568.643111970683,105726.69188620563
1106,6568.532704402158,103882.83063268581
1107,6568.422296833632,105535.4907144742
1108,6568.311889265106,102263.89653292592
1109,6568.201481696581,104103.25550946164
1110,6568.091074128055,102548.80506924189
1111,6567.98066655953,102158.47293435023
1112,6567.8702589910035,100716.02603300326
1113,6567.759851422478,99811.9435487506
1114,6567.649443853952,101131.40737136628
1115,6567.539036285427,101187.68670921431
1116,6567.428628716902,101826.02073212738
1117,6567.318221148375,100604.32952679088
1118,6567.20781357985,99749.32769815845
1119,6567.097406011324,99771.44788089102
1120,6566.986998442799,100167.86696480481
1121,6566.876590874273,99139.49264895597
1122,6566.766183305747,99376.69136144128
1123,6566.655775737222,97942.68706203849
1124,6566.545368168696,97238.11498748585
1125,6566.434960600171,97854.28972546586
1126,6566.324553031644,97392.80211639206
1127,6566.214145463119,96479.54621545067
1128,6566.103737894593,95415.89260334864
1129,6565.993330326068,94869.70716565479
1130,6565.8829227575425,94534.08508652683
1131,6565.772515189016,95156.5687637997
1132,6565.662107620491,94093.81037768541
1133,6565.551700051965,92720.5122211206
1134,6565.44129248344,92882.38767738985
1135,6565.330884914914,92883.85615942211
1136,6565.220477346388,90939.03743560077
1137,6565.110069777863,90843.94111841441
1138,6564.999662209337,89090.42634211313
1139,6564.8892546408115,89597.47930423311
1140,6564.778847072285,89740.51862928766
1141,6564.66843950376,87859.81890502517
1142,6564.558031935235,87241.90462436034
1143,6564.447624366709,86338.99317956727
1144,6564.337216798183,85677.07601710684
1145,6564.226809229657,85088.7429434052
1146,6564.116401661132,83460.38128508245
1147,6564.005994092606,81062.09656166946
1148,6563.8955865240805,81644.14229925977
1149,6563.785178955555,79047.68101967612
1150,6563.674771387029,77589.23890232478
1151,6563.564363818504,75666.99084478324
1152,6563.453956249978,73047.82364794139
1153,6563.343548681452,69749.32063656907
1154,6563.233141112926,68648.56662041837
1155,6563.122733544401,66951.30284012432
1156,6563.012325975876,65052.047073089096
1157,6562.9019184073495,64226.109848846696
1158,6562.791510838824,61980.415000977635
1159,6562.681103270298,59258.58208536702
1160,6562.570695701773,56760.60353253896
1161,6562.460288133247,53338.52147312643
1162,6562.349880564721,49524.24590503543
1163,6562.239472996196,47015.269073258976
1164,6562.12906542767,45415.58740050412
1165,6562.018657859145,43454.91870023206
1166,6561.9082502906185,48662.25258553621
1167,6561.797842722093,45104.777419294194
1168,6561.687435153568,47800.25926603699
1169,6561.577027585042,51990.90202703278
1170,6561.466620016517,56013.73489270442
1171,6561.35621244799,61152.6832699487
1172,6561.245804879465,66556.81903122776
1173,6561.135397310939,70987.50345252485
1174,6561.024989742414,73263.09764102644
1175,6560.914582173888,75469.6176267099
1176,6560.804174605362,77749.81605849997
1177,6560.693767036837,80338.97712858289
1178,6560.583359468311,79810.45631565094
1179,6560.472951899786,80828.42712528587
1180,6560.362544331259,81944.89973306582
1181,6560.252136762734,82823.78852823655
1182,6560.141729194209,83138.91592743434
1183,6560.031321625683,82479.01628039574
1184,6559.9209140571575,82826.85598720252
1185,6559.810506488631,84473.55984581301
1186,6559.700098920106,84428.01300470035
1187,6559.58969135158,85646.8004506199
1188,6559.479283783055,86980.09104182616
1189,6559.368876214529,87533.09429387099
1190,6559.258468646003,89077.61091155576
1191,6559.148061077478,89943.95834988888
1192,6559.037653508952,91006.93782838676
1193,6558.9272459404265,91239.49726302006
1194,6558.8168383719,91950.06848393913
1195,6558.706430803375,92834.03111690452
1196,6558.59602323485,91935.1297297047
1197,6558.485615666324,91554.47950221632
1198,6558.375208097798,93377.243492106
1199,6558.264800529272,93081.21101617064
1200,6558.154392960747,94087.45015219745
1201,6558.043985392222,94211.98492242124
1202,6557.9335778236955,94013.84247085365
1203,6557.82317025517,93192.20844187163
1204,6557.712762686644,93587.78769522159
1205,6557.602355118119,93804.13515306122
1206,6557.491947549593,93613.03046231247
1207,6557.381539981067,93870.7627628605
1208,6557.271132412542,96075.53528150401
1209,6557.160724844016,96650.89577087757
1210,6557.050317275491,96236.60158761009
1211,6556.9399097069645,96599.65469246452
1212,6556.829502138439,97675.09741434408
1213,6556.719094569913,96632.08417578026
1214,6556.608687001388,96768.41281705713
1215,6556.498279432863,96554.36232139268
1216,6556.387871864336,96616.46485444302
1217,6556.277464295811,99234.55052377062
1218,6556.167056727285,100831.02501262122
1219,6556.05664915876,102650.97675424699
1220,6555.9462415902335,102087.8350178022
1221,6555.835834021708,103620.54866591508
1222,6555.725426453183,103426.43801536935
1223,6555.615018884657,104082.04641630361
1224,6555.504611316132,104610.53384430934
1225,6555.394203747605,104722.6787860884
1226,6555.28379617908,106179.92572792865
1227,6555.173388610554,105379.92195189495
1228,6555.062981042029,106291.9374799502
1229,6554.952573473503,105898.25046005545
1230,6554.842165904977,105656.07965946867
1231,6554.731758336452,106494.47450305955
1232,6554.621350767926,107425.9466718788
1233,6554.510943199401,106201.43006861911
1234,6554.400535630875,107312.99849956081
1235,6554.290128062349,107843.37946194175
1236,6554.179720493824,106859.55523143854
1237,6554.069312925298,107946.36977172278
1238,6553.958905356772,106949.31614210647
1239,6553.848497788246,108122.52873359666
1240,6553.738090219721,108256.02799568402
1241,6553.627682651196,107298.7740086731
1242,6553.51727508267,106949.81159437724
1243,6553.406867514144,107029.27401851035
1244,6553.296459945618,106759.36329889217
1245,6553.186052377093,107431.06387337584
1246,6553.075644808567,105838.5012225232
1247,6552.9652372400415,106875.20693705947
1248,6552.854829671516,108180.25603268936
1249,6552.74442210299,108450.59902099975
1250,6552.634014534465,108463.09619774259
1251,6552.523606965939,107686.80418026648
1252,6552.413199397413,105704.95046700061
1253,6552.302791828887,105367.7414723919
1254,6552.192384260362,104162.80169241042
1255,6552.081976691837,104923.81125588837
1256,6551.9715691233105,106372.97639554644
1257,6551.861161554785,107001.22971380895
1258,6551.750753986259,110549.44884529804
1259,6551.640346417734,112214.9383775593
1260,6551.529938849208,115145.61386936405
1261,6551.419531280682,114786.06326575045
1262,6551.309123712157,115195.35360693226
1263,6551.198716143631,117017.75556334142
1264,6551.088308575106,117150.33765147328
1265,6550.9779010065795,116275.62899769939
1266,6550.867493438054,115819.99500404995
1267,6550.757085869528,118945.9805844701
1268,6550.646678301003,119142.78920548057
1269,6550.5362707324775,117308.84279605102
1270,6550.425863163951,119815.24167528274
1271,6550.315455595426,119720.75836742415
1272,6550.2050480269,119572.87016909395
1273,6550.094640458375,120246.23784000118
1274,6549.9842328898485,119970.05429915733
1275,6549.873825321323,120198.24430988281
1276,6549.763417752798,120031.66213858429
1277,6549.653010184272,119099.39060297885
1278,6549.542602615747,120622.3055663315
1279,6549.43219504722,120047.38931703237
1280,6549.321787478695,119852.81951907255
1281,6549.21137991017,117457.13289626809
1282,6549.100972341644,118352.1102892331
1283,6548.990564773118,118492.1058322213
1284,6548.880157204592,118758.9569439794
1285,6548.769749636067,117276.67881444248
1286,6548.659342067541,116673.24159862778
1287,6548.548934499016,113781.23589020554
1288,6548.43852693049,112749.45369682339
1289,6548.328119361964,112631.39261502033
1290,6548.217711793439,112133.69829570381
1291,6548.107304224913,113831.38692517251
1292,6547.996896656387,115083.97001201876
1293,6547.886489087861,118018.51959278435
1294,6547.776081519336,117395.98892946033
1295,6547.665673950811,120163.97529282326
1296,6547.555266382285,118952.26445034698
1297,6547.444858813759,119571.30700445213
1298,6547.334451245233,119230.28114022524
1299,6547.224043676708,120650.17645009937
1300,6547.113636108182,121361.94989256709
1301,6547.003228539656,121033.20113824963
1302,6546.892820971131,124582.57957113259
1303,6546.782413402605,125431.74511337417
1304,6546.67200583408,124551.08747599892
1305,6546.561598265554,126188.91565983198
1306,6546.451190697028,123518.45499402715
1307,6546.340783128502,124266.60105844658
1308,6546.230375559977,125558.91254775558
1309,6546.119967991452,124999.22120031247
1310,6546.0095604229255,125508.41368197335
1311,6545.8991528544,124696.64098686895
1312,6545.788745285874,125169.07747595281
1313,6545.678337717349,123233.73608925102
1314,6545.5679301488235,124195.20387558707
1315,6545.457522580297,123070.00280424413
1316,6545.347115011772,124898.585670075
1317,6545.236707443246,125409.2140646958
1318,6545.126299874721,127396.77395631003
1319,6545.0158923061945,126864.90303035756
1320,6544.905484737669,126795.33692331491
1321,6544.795077169144,125852.42365399416
1322,6544.684669600618,125520.48015937165
1323,6544.5742620320925,124759.3165915694
1324,6544.463854463566,124173.76013766405
1325,6544.353446895041,123643.0621008471
1326,6544.243039326515,123106.16115721937
1327,6544.13263175799,121540.40676763312
1328,6544.022224189464,119336.99474892046
1329,6543.911816620938,117807.17118164027
1330,6543.801409052413,116738.03243969374
1331,6543.691001483887,116662.36941880935
1332,6543.5805939153615,118455.89002196945
1333,6543.470186346835,120560.32392302083
1334,6543.35977877831,124114.73109641015
1335,6543.249371209785,126916.25154343987
1336,6543.138963641259,127131.9606461204
1337,6543.028556072733,128124.97843002372
1338,6542.918148504207,127883.86524625875
1339,6542.807740935682,128990.83911480555
1340,6542.697333367156,126991.75217709717
1341,6542.586925798631,126618.61077663918
1342,6542.476518230105,126527.72549460879
1343,6542.366110661579,126378.896885802
1344,6542.255703093054,125933.64459834747
1345,6542.145295524528,126685.77190689668
1346,6542.034887956002,125698.59543354495
1347,6541.924480387477,129300.53377160474
1348,6541.814072818951,129920.84353719007
1349,6541.703665250426,131412.21652195172
1350,6541.5932576819,130313.54860857526
1351,6541.482850113374,132581.77803533053
1352,6541.372442544848,132327.31386536188
1353,6541.262034976323,132176.16621914954
1354,6541.151627407798,132217.64720312794
1355,6541.041219839271,132291.95574207557
1356,6540.930812270746,131821.83484732168
1357,6540.82040470222,132102.45345607508
1358,6540.709997133695,130713.11765750492
1359,6540.599589565169,131953.95354615236
1360,6540.489181996643,131829.60159124268
1361,6540.378774428118,133204.53680776464
1362,6540.268366859592,131897.0819326424
1363,6540.157959291067,132537.73086231976
1364,6540.04755172254,132798.74534621296
1365,6539.937144154015,132589.8980301735
1366,6539.826736585489,132689.67736349217
1367,6539.716329016964,132993.63456081474
1368,6539.6059214484385,132790.80822474937
1369,6539.495513879912,132767.86805696832
1370,6539.385106311387,133502.7992253904
1371,6539.274698742861,133781.1761090815
1372,6539.164291174336,133802.57766655492
1373,6539.0538836058095,133601.0757372091
1374,6538.943476037284,133113.7789968451
1375,6538.833068468759,134420.23880423076
1376,6538.722660900233,134074.4034152694
1377,6538.6122533317075,133058.74346972007
1378,6538.501845763181,134002.64706741786
1379,6538.391438194656,133901.2797140573
1380,6538.281030626131,133828.4899129324
1381,6538.170623057605,134062.82754425396
1382,6538.060215489079,134439.83405956623
1383,6537.949807920553,134649.35979378005
1384,6537.839400352028,133848.59499947287
1385,6537.728992783502,132444.77992603506
1386,6537.6185852149765,133389.4687372481
1387,6537.508177646451,132397.1625261391
1388,6537.397770077925,132659.02060297097
1389,6537.2873625094,133067.91353331934
1390,6537.176954940874,131555.61337063037
1391,6537.066547372348,131189.45114268677
1392,6536.956139803822,131781.15451765832
1393,6536.845732235297,130485.7047647284
1394,6536.735324666772,132252.97941546727
1395,6536.6249170982455,133243.5221367455
1396,6536.51450952972,133483.74513185953
1397,6536.404101961194,133801.5525538749
1398,6536.293694392669,134563.16930917
1399,6536.183286824143,133986.4173694646
1400,6536.072879255617,134922.9737097757
1401,6535.962471687092,134774.80282412772
1402,6535.852064118566,134894.88717463383
1403,6535.741656550041,134629.9311226895
1404,6535.631248981515,135056.0668567252
1405,6535.520841412989,133813.46518344976
1406,6535.410433844463,133282.1233533395
1407,6535.300026275938,133386.0802142212
1408,6535.189618707413,131935.95446443307
1409,6535.079211138886,132269.4645966752
1410,6534.968803570361,130784.52149352616
1411,6534.858396001835,130082.25265270616
1412,6534.74798843331,132782.79176217585
1413,6534.6375808647845,131523.73937179238
1414,6534.527173296258,129927.22459370832
1415,6534.416765727733,131199.99122094156
1416,6534.306358159207,129831.03578372687
1417,6534.195950590682,130308.64512704404
1418,6534.085543022155,132385.65506945172
1419,6533.97513545363,132473.62289834648
1420,6533.864727885105,134781.59233792193
1421,6533.754320316579,134845.02857982382
1422,6533.6439127480535,135259.12884293316
1423,6533.533505179527,134053.24379192258
1424,6533.423097611002,133597.19132385854
1425,6533.312690042476,132437.09459472794
1426,6533.202282473951,132313.1493791098
1427,6533.091874905425,130204.8894193827
1428,6532.981467336899,128708.97688119397
1429,6532.871059768374,128811.11944009294
1430,6532.760652199848,127151.5850484165
1431,6532.6502446313225,128323.93709155216
1432,6532.539837062796,128829.68412588048
1433,6532.429429494271,130681.18959813796
1434,6532.319021925746,134619.2725553088
1435,6532.20861435722,135118.3470882468
1436,6532.098206788694,136818.79769771695
1437,6531.987799220168,137641.0004469477
1438,6531.877391651643,136432.98715598043
1439,6531.766984083117,137151.7836083874
1440,6531.6565765145915,133462.37223488043
1441,6531.546168946066,135331.9310601003
1442,6531.43576137754,135810.6448275192
1443,6531.325353809015,134687.86956356777
1444,6531.214946240489,135157.21565168878
1445,6531.104538671963,134200.32370226897
1446,6530.994131103438,136517.82666231488
1447,6530.883723534912,136638.40084155838
1448,6530.773315966387,136527.4077605482
1449,6530.6629083978605,136446.50927579124
1450,6530.552500829335,136552.0547039065
1451,6530.442093260809,138517.32132312516
1452,6530.331685692284,137307.58008720228
1453,6530.221278123759,138215.75558368512
1454,6530.110870555232,137574.75545341542
1455,6530.000462986707,139216.20873868326
1456,6529.890055418181,139476.0040351723
1457,6529.779647849656,138315.2117015058
1458,6529.6692402811295,137194.50183915193
1459,6529.558832712604,138443.3388382953
1460,6529.448425144079,138845.53539455894
1461,6529.338017575553,139280.13126389787
1462,6529.227610007028,137724.37553788463
1463,6529.117202438501,137518.91184504304
1464,6529.006794869976,138121.0668882664
1465,6528.89638730145,138672.34994047508
1466,6528.785979732925,139055.42313625113
1467,6528.6755721643995,138788.4381575186
1468,6528.565164595873,139059.92609562998
1469,6528.454757027348,137174.5447361724
1470,6528.344349458822,138010.95290430827
1471,6528.233941890297,137823.90260748504
1472,6528.12353432177,137122.9741914626
1473,6528.013126753245,137442.52376130296
1474,6527.90271918472,138020.20706825602
1475,6527.792311616194,139185.65877711563
1476,6527.6819040476685,139429.70231075966
1477,6527.571496479142,139813.24824962934
1478,6527.461088910617,139923.45259222988
1479,6527.350681342092,137410.3762219833
1480,6527.240273773566,139561.92477044737
1481,6527.12986620504,138935.81398612054
1482,6527.019458636514,140277.97993350687
1483,6526.909051067989,139410.83515377098
1484,6526.798643499463,138218.7409460516
1485,6526.6882359309375,139487.49505322188
1486,6526.577828362412,140143.07702027337
1487,6526.467420793886,139799.0675810052
1488,6526.357013225361,140022.05149979217
